waypoint class initialized
waypoint class initialized
pose 6772.14 5277.49
next 6772.16 5277.44
pose 6772.14 5277.33
next 6772.16 5276.36
pose 6772.14 5277.33
next 6772.16 5276.36
pose 6772.2 5277.03
next 6772.2 5276.13
pose 6772.2 5277.03
next 6772.2 5276.13
pose 6772.25 5276.89
next 6772.24 5276.03
pose 6772.31 5276.75
next 6772.28 5275.92
pose 6772.33 5276.6
next 6772.3 5275.81
pose 6772.33 5276.45
next 6772.3 5275.7
pose 6772.31 5276.15
next 6772.28 5275.47
pose 6772.31 5276.15
next 6772.28 5275.47
pose 6772.3 5276
next 6772.27 5275.36
pose 6772.29 5275.77
next 6772.27 5275.19
pose 6772.3 5275.69
next 6772.27 5275.13
pose 6772.3 5275.54
next 6772.28 5275.01
pose 6772.3 5275.38
next 6772.25 5274.41
pose 6772.28 5275.16
next 6772.24 5274.3
pose 6772.25 5274.93
next 6772.23 5274.18
pose 6772.25 5274.93
next 6772.23 5274.18
pose 6772.19 5274.63
next 6772.19 5274.04
pose 6772.19 5274.63
next 6772.19 5274.04
pose 6772.18 5274.33
next 6772.2 5273.44
pose 6772.18 5274.33
next 6772.2 5273.44
pose 6772.19 5274.18
next 6772.2 5273.44
pose 6772.2 5273.87
next 6772.2 5273.44
pose 6772.2 5273.72
next 6772.2 5273.44
pose 6772.2 5273.72
next 6772.2 5273.44
pose 6772.2 5273.41
next 6772.2 5272.79
pose 6772.2 5273.25
next 6772.2 5272.65
pose 6772.19 5273.1
next 6772.2 5272.51
pose 6772.17 5272.94
next 6772.18 5272.38
pose 6772.17 5272.94
next 6772.18 5272.38
pose 6772.15 5272.79
next 6772.16 5272.25
pose 6772.17 5272.49
next 6772.18 5271.98
pose 6772.17 5272.49
next 6772.18 5271.98
pose 6772.2 5272.18
next 6772.21 5271.25
pose 6772.2 5272.18
next 6772.21 5271.25
pose 6772.17 5271.88
next 6772.19 5271.02
pose 6772.17 5271.88
next 6772.19 5271.02
pose 6772.16 5271.72
next 6772.18 5270.9
pose 6772.14 5271.42
next 6772.16 5270.67
pose 6772.14 5271.27
next 6772.17 5270.56
pose 6772.15 5271.11
next 6772.18 5270.44
pose 6772.16 5270.96
next 6772.18 5270.33
pose 6772.16 5270.96
next 6772.18 5270.33
pose 6772.17 5270.65
next 6772.19 5270.1
pose 6772.17 5270.65
next 6772.19 5270.1
pose 6772.18 5270.26
next 6772.21 5269.35
pose 6772.18 5270.18
next 6772.21 5269.31
pose 6772.18 5270.18
next 6772.21 5269.31
pose 6772.2 5269.86
next 6772.22 5269.15
pose 6772.21 5269.71
next 6772.22 5269.07
pose 6772.21 5269.71
next 6772.22 5269.07
pose 6772.22 5269.47
next 6772.23 5268.96
pose 6772.22 5269.23
next 6772.24 5268.44
pose 6772.22 5269.23
next 6772.24 5268.44
pose 6772.23 5269
next 6772.24 5268.44
pose 6772.23 5268.76
next 6772.24 5268.44
pose 6772.24 5268.6
next 6772.24 5268.44
pose 6772.24 5268.6
next 6772.24 5268.44
pose 6772.25 5268.2
next 6772.25 5267.26
pose 6772.25 5268.2
next 6772.25 5267.26
pose 6772.25 5268.12
next 6772.25 5267.2
pose 6772.17 5267.74
next 6772.19 5266.92
pose 6772.15 5267.67
next 6772.18 5266.86
pose 6772.15 5267.67
next 6772.18 5266.86
pose 6772.16 5267.36
next 6772.19 5266.63
pose 6772.18 5267.21
next 6772.2 5266.52
pose 6772.18 5267.21
next 6772.2 5266.52
pose 6772.19 5267.05
next 6772.21 5266.4
pose 6772.19 5266.9
next 6772.21 5266.28
pose 6772.19 5266.66
next 6772.21 5266.11
pose 6772.2 5266.59
next 6772.21 5266.05
pose 6772.2 5266.43
next 6772.24 5265.44
pose 6772.21 5266.11
next 6772.24 5265.28
pose 6772.21 5266.11
next 6772.24 5265.28
pose 6772.23 5265.96
next 6772.25 5265.2
pose 6772.24 5265.8
next 6772.26 5265.12
pose 6772.24 5265.65
next 6772.26 5265.05
pose 6772.24 5265.42
next 6772.27 5264.44
pose 6772.25 5265.18
next 6772.27 5264.44
pose 6772.26 5265.02
next 6772.27 5264.44
pose 6772.27 5264.87
next 6772.27 5264.44
pose 6772.27 5264.71
next 6772.27 5264.44
pose 6772.28 5264.55
next 6772.27 5264.44
pose 6772.28 5264.39
next 6772.29 5263.41
pose 6772.28 5264.39
next 6772.29 5263.41
pose 6772.27 5264.08
next 6772.28 5263.17
pose 6772.24 5263.93
next 6772.26 5263.06
pose 6772.21 5263.78
next 6772.24 5262.94
pose 6772.21 5263.62
next 6772.23 5262.83
pose 6772.22 5263.47
next 6772.24 5262.71
pose 6772.23 5263.31
next 6772.25 5262.6
pose 6772.24 5263.16
next 6772.26 5262.48
pose 6772.24 5263.16
next 6772.26 5262.48
pose 6772.25 5262.77
next 6772.26 5262.18
pose 6772.25 5262.77
next 6772.26 5262.18
pose 6772.25 5262.53
next 6772.27 5262.01
pose 6772.25 5262.53
next 6772.27 5262.01
pose 6772.26 5262.21
next 6772.29 5261.33
pose 6772.27 5262.06
next 6772.29 5261.25
pose 6772.27 5262.06
next 6772.29 5261.25
pose 6772.27 5261.82
next 6772.29 5261.13
pose 6772.27 5261.74
next 6772.29 5261.09
pose 6772.27 5261.58
next 6772.29 5261.01
pose 6772.27 5261.34
next 6772.31 5260.44
pose 6772.28 5261.26
next 6772.31 5260.44
pose 6772.29 5260.94
next 6772.31 5260.44
pose 6772.29 5260.7
next 6772.31 5260.44
pose 6772.28 5260.63
next 6772.31 5260.44
pose 6772.28 5260.47
next 6772.31 5260.44
pose 6772.28 5260.47
next 6772.31 5260.44
pose 6772.34 5260.09
next 6772.34 5259.18
pose 6772.34 5260.09
next 6772.34 5259.18
pose 6772.43 5259.89
next 6772.41 5259.03
pose 6772.43 5259.89
next 6772.41 5259.03
pose 6772.47 5259.74
next 6772.44 5258.92
pose 6772.49 5259.59
next 6772.45 5258.81
pose 6772.48 5259.29
next 6772.44 5258.58
pose 6772.48 5259.29
next 6772.44 5258.58
pose 6772.47 5259.14
next 6772.44 5258.47
pose 6772.46 5258.99
next 6772.43 5258.35
pose 6772.46 5258.68
next 6772.43 5258.12
pose 6772.46 5258.68
next 6772.43 5258.12
pose 6772.45 5258.29
next 6772.4 5257.37
pose 6772.45 5258.22
next 6772.39 5257.33
pose 6772.45 5258.22
next 6772.39 5257.33
pose 6772.44 5258.06
next 6772.39 5257.25
pose 6772.4 5257.75
next 6772.37 5257.1
pose 6772.4 5257.75
next 6772.37 5257.1
pose 6772.39 5257.52
next 6772.37 5256.98
pose 6772.39 5257.44
next 6772.37 5256.94
pose 6772.39 5257.29
next 6772.34 5256.44
pose 6772.38 5256.9
next 6772.34 5256.44
pose 6772.38 5256.9
next 6772.34 5256.44
pose 6772.37 5256.82
next 6772.34 5256.44
pose 6772.29 5256.45
next 6772.34 5256.44
pose 6772.27 5256.29
next 6772.29 5255.33
pose 6772.27 5256.22
next 6772.3 5255.28
pose 6772.29 5256.07
next 6772.31 5255.17
pose 6772.29 5256.07
next 6772.31 5255.17
pose 6772.33 5255.94
next 6772.34 5255.07
pose 6772.4 5255.81
next 6772.39 5254.97
pose 6772.44 5255.66
next 6772.43 5254.85
pose 6772.44 5255.66
next 6772.43 5254.86
pose 6772.44 5255.66
next 6772.43 5254.86
pose 6772.44 5255.66
next 6772.43 5254.86
pose 6772.44 5255.66
next 6772.42 5254.85
pose 6772.44 5255.66
next 6772.42 5254.85
pose 6772.44 5255.66
next 6772.42 5254.85
pose 6772.44 5255.66
next 6772.42 5254.85
pose 6772.44 5255.66
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.66
next 6772.42 5254.85
pose 6772.44 5255.66
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.66
next 6772.42 5254.85
pose 6772.44 5255.66
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.42 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.45 5255.65
next 6772.43 5254.85
pose 6772.45 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.44 5255.65
next 6772.43 5254.85
pose 6772.45 5255.63
next 6772.43 5254.83
pose 6772.45 5255.61
next 6772.43 5254.82
pose 6772.45 5255.56
next 6772.43 5254.78
pose 6772.45 5255.54
next 6772.43 5254.76
pose 6772.45 5255.54
next 6772.43 5254.76
pose 6772.46 5255.41
next 6772.44 5254.67
pose 6772.46 5255.41
next 6772.44 5254.67
pose 6772.46 5255.38
next 6772.44 5254.65
pose 6772.46 5255.32
next 6772.44 5254.6
pose 6772.46 5255.25
next 6772.44 5254.55
pose 6772.46 5255.18
next 6772.44 5254.49
pose 6772.47 5255.02
next 6772.45 5254.38
pose 6772.47 5254.98
next 6772.45 5254.35
pose 6772.47 5254.86
next 6772.45 5254.25
pose 6772.47 5254.86
next 6772.45 5254.25
pose 6772.47 5254.68
next 6772.45 5254.12
pose 6772.47 5254.58
next 6772.45 5254.05
pose 6772.47 5254.49
next 6772.45 5253.98
pose 6772.47 5254.39
next 6772.42 5253.41
pose 6772.47 5254.39
next 6772.42 5253.41
pose 6772.47 5254.18
next 6772.42 5253.31
pose 6772.47 5254.07
next 6772.42 5253.26
pose 6772.47 5253.96
next 6772.42 5253.2
pose 6772.47 5253.85
next 6772.42 5253.14
pose 6772.47 5253.85
next 6772.42 5253.14
pose 6772.47 5253.73
next 6772.42 5253.09
pose 6772.47 5253.61
next 6772.42 5253.03
pose 6772.46 5253.37
next 6772.38 5252.44
pose 6772.46 5253.25
next 6772.38 5252.44
pose 6772.46 5253.19
next 6772.38 5252.44
pose 6772.44 5253
next 6772.38 5252.44
pose 6772.44 5253
next 6772.38 5252.44
pose 6772.44 5252.87
next 6772.38 5252.44
pose 6772.42 5252.54
next 6772.38 5252.44
pose 6772.42 5252.54
next 6772.38 5252.44
pose 6772.4 5252.34
next 6772.4 5251.37
pose 6772.4 5252.34
next 6772.4 5251.37
pose 6772.32 5252.09
next 6772.35 5251.18
pose 6772.32 5252.09
next 6772.35 5251.18
pose 6772.18 5251.8
next 6772.24 5250.96
pose 6772.17 5251.73
next 6772.23 5250.91
pose 6772.17 5251.73
next 6772.23 5250.91
pose 6772.17 5251.47
next 6772.23 5250.71
pose 6772.19 5251.33
next 6772.24 5250.61
pose 6772.19 5251.2
next 6772.25 5250.51
pose 6772.2 5251.06
next 6772.25 5250.4
pose 6772.2 5251.06
next 6772.25 5250.4
pose 6772.21 5250.78
next 6772.26 5250.19
pose 6772.21 5250.64
next 6772.26 5250.09
pose 6772.21 5250.5
next 6772.26 5249.98
pose 6772.21 5250.5
next 6772.26 5249.98
pose 6772.22 5250.35
next 6772.32 5249.4
pose 6772.25 5250.06
next 6772.33 5249.25
pose 6772.25 5250.06
next 6772.33 5249.25
pose 6772.27 5249.77
next 6772.34 5249.11
pose 6772.27 5249.77
next 6772.34 5249.11
pose 6772.3 5249.48
next 6772.36 5248.96
pose 6772.3 5249.48
next 6772.36 5248.96
pose 6772.33 5249.11
next 6772.41 5248.44
pose 6772.34 5249.03
next 6772.41 5248.44
pose 6772.34 5249.03
next 6772.41 5248.44
pose 6772.35 5248.88
next 6772.41 5248.44
pose 6772.4 5248.59
next 6772.41 5248.44
pose 6772.4 5248.59
next 6772.41 5248.44
pose 6772.44 5248.36
next 6772.44 5247.38
pose 6772.44 5248.06
next 6772.44 5247.16
pose 6772.44 5248.06
next 6772.44 5247.16
pose 6772.42 5247.99
next 6772.43 5247.1
pose 6772.32 5247.73
next 6772.35 5246.91
pose 6772.28 5247.59
next 6772.32 5246.8
pose 6772.28 5247.44
next 6772.32 5246.69
pose 6772.29 5247.3
next 6772.33 5246.59
pose 6772.33 5247.09
next 6772.36 5246.42
pose 6772.33 5247.01
next 6772.36 5246.37
pose 6772.33 5247.01
next 6772.36 5246.37
pose 6772.34 5246.87
next 6772.36 5246.26
pose 6772.34 5246.72
next 6772.36 5246.15
pose 6772.34 5246.5
next 6772.36 5245.98
pose 6772.34 5246.42
next 6772.39 5245.43
pose 6772.36 5246.2
next 6772.4 5245.32
pose 6772.37 5246.13
next 6772.41 5245.28
pose 6772.39 5245.98
next 6772.42 5245.21
pose 6772.39 5245.69
next 6772.42 5245.06
pose 6772.39 5245.69
next 6772.42 5245.06
pose 6772.38 5245.54
next 6772.41 5244.99
pose 6772.38 5245.39
next 6772.44 5244.44
pose 6772.4 5245.09
next 6772.44 5244.44
pose 6772.42 5244.94
next 6772.44 5244.44
pose 6772.44 5244.8
next 6772.44 5244.44
pose 6772.45 5244.65
next 6772.44 5244.44
pose 6772.45 5244.65
next 6772.44 5244.44
pose 6772.46 5244.5
next 6772.44 5244.44
pose 6772.46 5244.34
next 6772.46 5243.73
pose 6772.43 5244.05
next 6772.43 5243.47
pose 6772.38 5243.92
next 6772.39 5243.36
pose 6772.34 5243.77
next 6772.36 5243.23
pose 6772.33 5243.63
next 6772.35 5243.1
pose 6772.33 5243.63
next 6772.35 5243.1
pose 6772.35 5243.48
next 6772.37 5242.98
pose 6772.4 5243.2
next 6772.42 5242.26
pose 6772.4 5243.13
next 6772.42 5242.2
pose 6772.4 5243.13
next 6772.42 5242.2
pose 6772.39 5242.91
next 6772.41 5242.04
pose 6772.3 5242.57
next 6772.35 5241.79
pose 6772.29 5242.5
next 6772.34 5241.73
pose 6772.29 5242.5
next 6772.34 5241.73
pose 6772.33 5242.15
next 6772.37 5241.47
pose 6772.33 5242.15
next 6772.37 5241.47
pose 6772.34 5242.07
next 6772.38 5241.42
pose 6772.36 5241.79
next 6772.39 5241.2
pose 6772.36 5241.79
next 6772.39 5241.2
pose 6772.36 5241.49
next 6772.39 5240.98
pose 6772.37 5241.35
next 6772.43 5240.39
pose 6772.37 5241.35
next 6772.43 5240.39
pose 6772.39 5241.05
next 6772.44 5240.25
pose 6772.4 5240.98
next 6772.44 5240.21
pose 6772.4 5240.98
next 6772.44 5240.21
pose 6772.42 5240.76
next 6772.45 5240.1
pose 6772.44 5240.46
next 6772.46 5239.95
pose 6772.44 5240.46
next 6772.46 5239.95
pose 6772.45 5240.15
next 6772.49 5239.44
pose 6772.45 5240
next 6772.49 5239.44
pose 6772.45 5240
next 6772.49 5239.44
pose 6772.47 5239.69
next 6772.49 5239.44
pose 6772.49 5239.54
next 6772.49 5239.44
pose 6772.49 5239.54
next 6772.49 5239.44
pose 6772.5 5239.16
next 6772.51 5238.23
pose 6772.5 5239.16
next 6772.51 5238.23
pose 6772.47 5238.94
next 6772.48 5238.06
pose 6772.42 5238.8
next 6772.45 5237.96
pose 6772.42 5238.8
next 6772.45 5237.96
pose 6772.4 5238.5
next 6772.43 5237.73
pose 6772.42 5238.28
next 6772.45 5237.57
pose 6772.42 5238.28
next 6772.45 5237.57
pose 6772.43 5238.2
next 6772.45 5237.51
pose 6772.44 5237.9
next 6772.46 5237.28
pose 6772.44 5237.9
next 6772.46 5237.28
pose 6772.45 5237.75
next 6772.47 5237.17
pose 6772.45 5237.59
next 6772.47 5237.05
pose 6772.45 5237.44
next 6772.49 5236.44
pose 6772.46 5237.13
next 6772.49 5236.29
pose 6772.46 5237.13
next 6772.49 5236.29
pose 6772.48 5236.98
next 6772.5 5236.21
pose 6772.5 5236.82
next 6772.51 5236.13
pose 6772.5 5236.67
next 6772.51 5236.06
pose 6772.51 5236.44
next 6772.52 5235.44
pose 6772.51 5236.36
next 6772.52 5235.44
pose 6772.51 5236.05
next 6772.52 5235.44
pose 6772.51 5236.05
next 6772.52 5235.44
pose 6772.51 5235.89
next 6772.52 5235.44
pose 6772.52 5235.58
next 6772.52 5235.44
pose 6772.53 5235.42
next 6772.53 5234.69
pose 6772.53 5235.42
next 6772.53 5234.69
pose 6772.53 5235.26
next 6772.53 5234.61
pose 6772.46 5234.89
next 6772.53 5233.96
pose 6772.46 5234.89
next 6772.53 5233.96
pose 6772.42 5234.59
next 6772.53 5233.96
pose 6772.42 5234.59
next 6772.53 5233.96
pose 6772.43 5234.51
next 6772.53 5233.96
pose 6772.45 5234.36
next 6772.53 5233.96
pose 6772.48 5234.06
next 6772.53 5233.96
pose 6772.5 5233.91
next 6772.63 5233.4
pose 6772.53 5233.76
next 6772.65 5233.27
pose 6772.53 5233.76
next 6772.65 5233.27
pose 6772.65 5233.5
next 6772.86 5232.58
pose 6772.65 5233.5
next 6772.86 5232.58
pose 6772.75 5233.15
next 6772.94 5232.32
pose 6772.75 5233.15
next 6772.94 5232.32
pose 6772.73 5232.86
next 6772.92 5232.1
pose 6772.73 5232.86
next 6772.92 5232.1
pose 6772.73 5232.79
next 6772.92 5232.04
pose 6772.78 5232.51
next 6772.96 5231.83
pose 6772.78 5232.51
next 6772.96 5231.83
pose 6772.88 5232.15
next 6773.03 5231.57
pose 6772.88 5232.15
next 6773.03 5231.57
pose 6772.93 5231.94
next 6773.07 5231.41
pose 6772.96 5231.79
next 6773.1 5231.3
pose 6773 5231.65
next 6773.25 5230.73
pose 6773 5231.65
next 6773.25 5230.73
pose 6773.03 5231.5
next 6773.27 5230.66
pose 6773.07 5231.35
next 6773.29 5230.58
pose 6773.15 5231.06
next 6773.33 5230.44
pose 6773.19 5230.91
next 6773.35 5230.36
pose 6773.23 5230.76
next 6773.5 5229.81
pose 6773.23 5230.76
next 6773.5 5229.81
pose 6773.31 5230.47
next 6773.5 5229.81
pose 6773.31 5230.47
next 6773.5 5229.81
pose 6773.35 5230.32
next 6773.5 5229.81
pose 6773.43 5230.01
next 6773.5 5229.81
pose 6773.48 5229.86
next 6773.5 5229.81
pose 6773.48 5229.86
next 6773.5 5229.81
pose 6773.58 5229.57
next 6774.08 5229.54
pose 6773.58 5229.57
next 6774.08 5229.54
pose 6773.65 5229.44
next 6774.15 5229.41
pose 6773.77 5229.08
next 6774.27 5229.05
pose 6773.78 5228.93
next 6774.28 5228.9
pose 6773.78 5228.93
next 6774.28 5228.9
pose 6773.84 5228.71
next 6774.83 5228.66
pose 6773.84 5228.71
next 6774.83 5228.66
pose 6773.99 5228.48
next 6774.98 5228.42
pose 6774.09 5228.4
next 6775.08 5228.34
pose 6774.09 5228.4
next 6775.08 5228.34
pose 6774.2 5228.33
next 6775.19 5228.27
pose 6774.32 5228.27
next 6775.31 5228.21
pose 6774.56 5228.16
next 6775.56 5228.1
pose 6774.63 5228.13
next 6775.62 5228.08
pose 6774.63 5228.13
next 6775.62 5228.08
pose 6774.83 5228.07
next 6775.82 5228.01
pose 6775.1 5227.98
next 6776.1 5227.92
pose 6775.31 5227.9
next 6776.3 5227.84
pose 6775.38 5227.88
next 6776.37 5227.82
pose 6775.52 5227.84
next 6776.51 5227.78
pose 6775.52 5227.84
next 6776.51 5227.78
pose 6775.81 5227.77
next 6776.8 5227.71
pose 6775.81 5227.77
next 6776.8 5227.71
pose 6775.95 5227.73
next 6776.94 5227.67
pose 6776.1 5227.69
next 6777.09 5227.64
pose 6776.24 5227.66
next 6777.23 5227.6
pose 6776.53 5227.6
next 6777.52 5227.55
pose 6776.75 5227.57
next 6777.74 5227.51
pose 6776.75 5227.57
next 6777.74 5227.51
pose 6776.82 5227.55
next 6777.81 5227.5
pose 6776.97 5227.53
next 6777.96 5227.48
pose 6777.04 5227.52
next 6778.03 5227.47
pose 6777.26 5227.5
next 6778.24 5227.44
pose 6777.55 5227.45
next 6778.53 5227.4
pose 6777.55 5227.45
next 6778.53 5227.4
pose 6777.77 5227.43
next 6778.75 5227.37
pose 6777.84 5227.42
next 6778.82 5227.36
pose 6778.05 5227.39
next 6779.03 5227.34
pose 6778.12 5227.38
next 6779.1 5227.33
pose 6778.26 5227.37
next 6779.25 5227.31
pose 6778.48 5227.35
next 6779.46 5227.29
pose 6778.69 5227.33
next 6779.67 5227.27
pose 6778.75 5227.32
next 6779.73 5227.27
pose 6779.03 5227.29
next 6780.01 5227.24
pose 6779.1 5227.29
next 6780.07 5227.24
pose 6779.1 5227.29
next 6780.07 5227.24
pose 6779.37 5227.27
next 6780.34 5227.22
pose 6779.5 5227.26
next 6780.48 5227.21
pose 6779.64 5227.25
next 6780.61 5227.2
pose 6779.77 5227.25
next 6780.75 5227.19
pose 6779.77 5227.25
next 6780.75 5227.19
pose 6780.04 5227.23
next 6781.02 5227.18
pose 6780.18 5227.22
next 6781.15 5227.17
pose 6780.25 5227.22
next 6781.22 5227.17
pose 6780.25 5227.22
next 6781.22 5227.17
pose 6780.45 5227.21
next 6781.42 5227.15
pose 6780.72 5227.19
next 6781.69 5227.14
pose 6780.72 5227.19
next 6781.69 5227.14
pose 6780.99 5227.17
next 6781.96 5227.12
pose 6780.99 5227.17
next 6781.96 5227.12
pose 6781.26 5227.16
next 6782.23 5227.11
pose 6781.26 5227.16
next 6782.23 5227.11
pose 6781.53 5227.14
next 6782.5 5227.09
pose 6781.67 5227.14
next 6782.64 5227.09
pose 6781.67 5227.14
next 6782.64 5227.09
pose 6781.8 5227.13
next 6782.77 5227.08
pose 6782.07 5227.12
next 6783.04 5227.07
pose 6782.07 5227.12
next 6783.04 5227.07
pose 6782.21 5227.12
next 6783.17 5227.06
pose 6782.34 5227.11
next 6783.31 5227.06
pose 6782.48 5227.11
next 6783.44 5227.06
pose 6782.62 5227.1
next 6783.58 5227.05
pose 6782.75 5227.1
next 6783.71 5227.05
pose 6783.02 5227.09
next 6783.98 5227.04
pose 6783.02 5227.09
next 6783.98 5227.04
pose 6783.16 5227.08
next 6784.12 5227.03
pose 6783.29 5227.07
next 6784.25 5227.02
pose 6783.56 5227.06
next 6784.53 5227.01
pose 6783.7 5227.06
next 6784.66 5227.01
pose 6783.7 5227.06
next 6784.66 5227.01
pose 6783.84 5227.05
next 6784.8 5227
pose 6783.98 5227.05
next 6784.94 5227
pose 6784.25 5227.04
next 6785.21 5226.99
pose 6784.46 5227.03
next 6785.42 5226.98
pose 6784.46 5227.03
next 6785.42 5226.98
pose 6784.67 5227.02
next 6785.63 5226.97
pose 6784.81 5227.01
next 6785.77 5226.96
pose 6784.81 5227.01
next 6785.77 5226.96
pose 6785.09 5227
next 6786.04 5226.95
pose 6785.09 5227
next 6786.04 5226.95
pose 6785.37 5226.99
next 6786.32 5226.94
pose 6785.37 5226.99
next 6786.32 5226.94
pose 6785.65 5226.98
next 6786.6 5226.93
pose 6785.65 5226.98
next 6786.6 5226.93
pose 6785.94 5226.97
next 6786.89 5226.92
pose 6785.94 5226.97
next 6786.89 5226.92
pose 6786.22 5226.96
next 6787.17 5226.91
pose 6786.36 5226.96
next 6787.31 5226.91
pose 6786.5 5226.95
next 6787.45 5226.9
pose 6786.5 5226.95
next 6787.45 5226.9
pose 6786.79 5226.94
next 6787.74 5226.89
pose 6786.93 5226.94
next 6787.88 5226.89
pose 6787.08 5226.93
next 6788.02 5226.88
pose 6787.08 5226.93
next 6788.02 5226.88
pose 6787.22 5226.93
next 6788.17 5226.88
pose 6787.36 5226.92
next 6788.31 5226.87
pose 6787.58 5226.92
next 6788.52 5226.86
pose 6787.65 5226.91
next 6788.59 5226.86
pose 6787.72 5226.91
next 6788.67 5226.86
pose 6788.01 5226.9
next 6788.95 5226.85
pose 6788.22 5226.89
next 6789.17 5226.84
pose 6788.22 5226.89
next 6789.17 5226.84
pose 6788.37 5226.89
next 6789.31 5226.84
pose 6788.59 5226.88
next 6789.53 5226.83
pose 6788.66 5226.87
next 6789.6 5226.82
pose 6788.95 5226.86
next 6789.89 5226.81
pose 6789.09 5226.86
next 6790.03 5226.81
pose 6789.24 5226.85
next 6790.17 5226.8
pose 6789.38 5226.85
next 6790.32 5226.8
pose 6789.38 5226.85
next 6790.32 5226.8
